npc,Char_5088,Charles,Rodez,1175,,true,Eng,true,7.00,4.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ESX03,,
npc,Char_5089,Guy,Rodez,1160,,true,Eng,true,7.00,2.00,lang_C2,90,0,3.00,4.33,false,false,,,,,,0,false,false,EYS07,,
npc,Char_5090,Jean,Rodez,1162,,true,Eng,true,8.00,7.00,lang_C2,90,0,4.00,1.33,false,false,,,,,,0,false,false,ENO03,,
npc,Char_5091,Robert,Rodez,1162,,true,Eng,true,8.00,5.00,lang_C2,90,0,2.00,2.00,false,false,,,,,,0,false,false,ENO04,,
npc,Char_5092,Guillaume,Rohan,1171,,true,Eng,true,7.00,1.00,lang_C2,90,0,4.00,3.00,false,false,,,,,,0,false,false,ENU04,,
npc,Char_5094,Hugh,Rohan,1168,,true,Eng,true,5.00,2.00,lang_C2,90,0,6.00,6.33,false,false,,,,,,0,false,false,EOX06,,
npc,Char_5099,Robin,of Loxley,1179,,true,Eng,true,8.00,6.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ECU02,,
npc,Char_5101,Little John,of Sherwood,1161,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,6.33,false,false,,,,,,0,false,false,ECU07,,
npc,Char_5102,Odo,Rothbury,1168,,true,Eng,true,7.00,8.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,ESM03,,
npc,Char_5103,Ingelram,Rothbury,1173,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,ESM04,,
npc,Char_5104,Charles,Rotterdam,1165,,true,Eng,true,7.00,5.00,lang_C2,90,0,4.00,2.33,false,false,,,,,,0,false,false,EYS08,,
npc,Char_5106,Kirk,Rotterdam,1172,,true,Eng,true,7.00,2.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,ESM05,,
npc,Char_5107,Robert,Rotterdam,1163,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,ESM06,,
npc,Char_5108,Bernard,Rouchechouart,1178,,true,Eng,true,6.00,2.00,lang_C6,90,0,3.00,5.00,false,false,,,,,,0,false,false,ELN01,,
npc,Char_5110,Jean,Rouchechouart,1173,,true,Eng,true,5.00,7.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,EDU01,,
npc,Char_5118,Louis,Rouen,1162,,true,Eng,true,5.00,3.00,lang_C2,90,0,2.00,4.66,false,false,,,,,,0,false,false,ESR01,,
npc,Char_5138,Odo,Ruffec,1174,,true,Eng,true,6.00,1.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,EDU02,,
npc,Char_5140,Arnaud,Ruthin,1161,,true,Eng,true,6.00,3.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,EDU03,,
npc,Char_5159,Louis,Saarwerden,1173,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,7.00,false,false,,,,,,0,false,false,EDU04,,
npc,Char_5166,Odo,Salbris,1164,,true,Eng,true,5.00,6.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,ESR02,,
npc,Char_5168,Alain,Salcombe,1170,,true,Eng,true,5.00,4.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,ESR03,,
npc,Char_5171,Kirk,Salcombe,1176,,true,Eng,true,6.00,5.00,lang_C2,90,0,2.00,2.66,false,false,,,,,,0,false,false,EST01,,
npc,Char_5172,Arnaud,Salernes,1170,,true,Eng,true,6.00,3.00,lang_C2,90,0,4.00,5.33,false,false,,,,,,0,false,false,EYS10,,
npc,Char_5173,Irad,Salernes,1164,,true,Eng,true,5.00,2.00,lang_C2,90,0,1.00,6.00,false,false,,,,,,0,false,false,EST02,,
npc,Char_5174,Peter,Salernes,1161,,true,Eng,true,7.00,4.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EST03,,
npc,Char_5175,Ingelram,Salernes,1168,,true,Eng,true,7.00,1.00,lang_C6,90,0,1.00,1.33,false,false,,,,,,0,false,false,EMN01,,
npc,Char_5176,Arnaud,Salins,1173,,true,Eng,true,4.00,4.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ENU05,,
npc,Char_5177,Karl,Salins,1167,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,6.33,false,false,,,,,,0,false,false,EST04,,
npc,Char_5178,Kirk,Salins,1165,,true,Eng,true,5.00,2.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,ESU01,,
npc,Char_5179,Odo,Salins,1167,,true,Eng,true,8.00,2.00,lang_C2,90,0,4.00,6.66,false,false,,,,,,0,false,false,ESU02,,
npc,Char_5183,Peter,Salisbury,1175,,true,Eng,true,6.00,2.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,EDU05,,
npc,Char_5184,Bernard,Salm,1174,,true,Eng,true,7.00,5.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,ENU06,,
npc,Char_5185,Irad,Salm,1161,,true,Eng,true,8.00,7.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,EYS11,,
npc,Char_5187,Ingelram,Salm,1171,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,EYS12,,
npc,Char_5199,Groynyn,Saluzzo,1175,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,2.00,false,false,,,,,,0,false,false,ESU05,,
npc,Char_5206,Karl,San Germano,1175,,true,Eng,true,5.00,1.00,lang_C2,90,0,2.00,4.33,false,false,,,,,,0,false,false,EHE02,,
npc,Char_5208,Bodo,Sancerre,1167,,true,Eng,true,7.00,2.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ESU06,,
npc,Char_5217,James,Santhia,1174,,true,Eng,true,5.00,3.00,lang_C2,90,0,3.00,2.66,false,false,,,,,,0,false,false,EYS14,,
npc,Char_5219,Peter,Santhia,1161,,true,Eng,true,6.00,2.00,lang_C2,90,0,6.00,3.00,false,false,,,,,,0,false,false,EHE05,,
npc,Char_5220,Guy,Sarlat,1173,,true,Eng,true,7.00,1.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,ESU07,,
npc,Char_5221,Irad,Sarlat,1166,,true,Eng,true,6.00,7.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,EYS15,,
npc,Char_5222,Odo,Sarlat,1171,,true,Eng,true,5.00,5.00,lang_C2,90,0,7.00,2.66,false,false,,,,,,0,false,false,EYS16,,
npc,Char_5223,Ingelram,Sarlat,1169,,true,Eng,true,6.00,3.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,EYS17,,
npc,Char_5224,Henry,Saulieu,1170,,true,Eng,true,4.00,7.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ESX04,,
npc,Char_5246,Peter,Sedan,1164,,true,Eng,true,7.00,7.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,ESX05,,
npc,Char_5247,Ingelram,Sedan,1165,,true,Eng,true,6.00,5.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,ESX06,,
npc,Char_5248,Karl,Selby,1164,,true,Eng,true,5.00,5.00,lang_C2,90,0,6.00,5.66,false,false,,,,,,0,false,false,ESY01,,
npc,Char_5249,Kirk,Selby,1163,,true,Eng,true,4.00,6.00,lang_C2,90,0,1.00,6.33,false,false,,,,,,0,false,false,EYS19,,
npc,Char_5250,Odo,Selby,1176,,true,Eng,true,7.00,7.00,lang_C2,90,0,5.00,4.66,false,false,,,,,,0,false,false,ECH01,,
npc,Char_5259,Robert,Sete,1171,,true,Eng,true,5.00,5.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,ENW01,,
npc,Char_5260,Irad,Seyne,1165,,true,Eng,true,7.00,3.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ENW02,,
npc,Char_5264,Bodo,Sharp Eye,1178,,true,Eng,true,7.00,1.00,lang_F1,90,0,5.00,3.33,false,false,,,,,,0,false,false,ENW03,,
npc,Char_5269,Odo,Sharp Eye,1167,,true,Eng,true,5.00,3.00,lang_C2,90,0,2.00,6.66,false,false,,,,,,0,false,false,ESY03,,
npc,Char_5270,Jack,Sherborne,1162,,true,Eng,true,8.00,1.00,lang_C2,90,0,6.00,6.66,false,false,,,,,,0,false,false,EYS01,,
npc,Char_5280,Philippe,Sicilian,1178,,true,Eng,true,7.00,4.00,lang_F1,90,0,4.00,5.66,false,false,,,,,,0,false,false,EYS15,,
npc,Char_5281,Roger,Sicilian,1164,,true,Eng,true,6.00,2.00,lang_C2,90,0,5.00,2.33,false,false,,,,,,0,false,false,ESY04,,
npc,Char_5305,Robert,Southport,1179,,true,Eng,true,8.00,8.00,lang_G1,90,0,3.00,3.00,false,false,,,,,,0,false,false,EYS15,,
npc,Char_5309,Roger,Souvigny,1168,,true,Eng,true,4.00,8.00,lang_C2,90,0,8.00,3.33,false,false,,,,,,0,false,false,ECH02,,
npc,Char_5310,Henry,Spa,1165,,true,Eng,true,6.00,5.00,lang_C2,90,0,8.00,5.33,false,false,,,,,,0,false,false,ESY05,,
npc,Char_5311,John,Spa,1170,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EWK01,,
npc,Char_5312,Louis,Spa,1172,,true,Eng,true,5.00,2.00,lang_C2,90,0,6.00,7.66,false,false,,,,,,0,false,false,EWK02,,
npc,Char_5313,Pablo,Spa,1172,,true,Eng,true,4.00,1.00,lang_C2,90,0,3.00,6.00,false,false,,,,,,0,false,false,EYS02,,
npc,Char_5323,Guy,St Amand,1176,,true,Eng,true,5.00,7.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,ENW03,,
npc,Char_5324,Henry,St Amand,1170,,true,Eng,true,8.00,4.00,lang_C2,90,0,7.00,6.33,false,false,,,,,,0,false,false,ENW04,,
npc,Char_5333,Jean,St Calais,1163,,true,Eng,true,7.00,6.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,EWK04,,
npc,Char_5334,Guillaume,St Cere,1172,,true,Eng,true,4.00,7.00,lang_C2,90,0,8.00,2.66,false,false,,,,,,0,false,false,EYS04,,
npc,Char_5345,William,St David's,1161,,true,Eng,true,4.00,7.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EWK05,,
npc,Char_5366,Charles,St Gilles,1164,,true,Eng,true,7.00,5.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,EAR01,,
npc,Char_5370,Alain,St Girons,1166,,true,Eng,true,5.00,3.00,lang_C2,90,0,2.00,5.66,false,false,,,,,,0,false,false,EAR02,,
npc,Char_5371,Alfonso,St Girons,1165,,true,Eng,true,8.00,6.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,EAR04,,
npc,Char_5372,Edmund,St Girons,1176,,true,Eng,true,7.00,8.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,EBK01,,
npc,Char_5373,Philippe,St Girons,1166,,true,Eng,true,4.00,7.00,lang_C2,90,0,3.00,4.33,false,false,,,,,,0,false,false,EBK02,,
npc,Char_5374,Jesus,St Hilaire,1167,,true,Eng,true,6.00,8.00,lang_C2,90,0,2.00,5.66,false,false,,,,,,0,false,false,EBK03,,
npc,Char_5375,Juan,St Hilaire,1161,,true,Eng,true,8.00,8.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EBK04,,
npc,Char_5376,Pablo,St Hilaire,1171,,true,Eng,true,7.00,6.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,ECH03,,
npc,Char_5377,Odo,St Hilaire,1168,,true,Eng,true,6.00,8.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ECH04,,
npc,Char_5384,Pipo,St Jean,1162,,true,Eng,true,8.00,4.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,ECG03,,
npc,Char_5386,Charles,St Junien,1166,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,5.33,false,false,,,,,,0,false,false,ECH05,,
npc,Char_5388,Jean,St Junien,1174,,true,Eng,true,6.00,1.00,lang_C2,90,0,2.00,2.00,false,false,,,,,,0,false,false,ECG04,,
npc,Char_5390,Bernard,St Leonard,1167,,true,Eng,true,5.00,3.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,ECG05,,
npc,Char_5391,Guillaume,St Leonard,1172,,true,Eng,true,5.00,5.00,lang_C2,90,0,4.00,7.33,false,false,,,,,,0,false,false,EDR01,,
npc,Char_5392,Odo,St Leonard,1179,,true,Eng,true,7.00,4.00,lang_C2,90,0,3.00,6.66,false,false,,,,,,0,false,false,EYS16,,
npc,Char_5400,Jean,St Maixent,1169,,true,Eng,true,5.00,6.00,lang_C2,90,0,1.00,6.00,false,false,,,,,,0,false,false,ENW05,,
npc,Char_5402,Arnaud,St Malo,1175,,true,Eng,true,4.00,2.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,EYS05,,
npc,Char_5404,Edmund,St Malo,1171,,true,Eng,true,7.00,4.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EDR04,,
npc,Char_5405,John,St Malo,1163,,true,Eng,true,7.00,7.00,lang_C2,90,0,8.00,3.33,false,false,,,,,,0,false,false,EDT01,,
npc,Char_5406,Edmund,St Martory,1166,,true,Eng,true,4.00,1.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,EDT02,,
npc,Char_5407,Guy,St Martory,1168,,true,Eng,true,3.00,6.00,lang_C2,90,0,2.00,5.00,false,false,,,,,,0,false,false,EDT03,,
npc,Char_5408,John,St Martory,1169,,true,Eng,true,5.00,8.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,ENW06,,
npc,Char_5409,William,St Martory,1166,,true,Eng,true,5.00,4.00,lang_C2,90,0,7.00,2.33,false,false,,,,,,0,false,false,EOX02,,
npc,Char_5410,Philippe,St Nazaire,1175,,true,Eng,true,5.00,6.00,lang_C2,90,0,4.00,4.00,false,false,,,,,,0,false,false,EYS06,,
npc,Char_5411,Roger,St Nazaire,1166,,true,Eng,true,7.00,4.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,EDT04,,
npc,Char_5412,Roger,St Nazaire,1164,,true,Eng,true,7.00,3.00,lang_C2,90,0,3.00,2.33,false,false,,,,,,0,false,false,EDT05,,
npc,Char_5413,Thomas,St Nazaire,1174,,true,Eng,true,4.00,7.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,EDU01,,
npc,Char_5414,Alain,St Pol,1166,,true,Eng,true,8.00,1.00,lang_C2,90,0,8.00,2.66,false,false,,,,,,0,false,false,EDV01,,
npc,Char_5415,Guillaume,St Pol,1163,,true,Eng,true,4.00,3.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EDV02,,
npc,Char_5417,Philippe,St Pol,1175,,true,Eng,true,6.00,7.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,ENW07,,
npc,Char_5422,Alain,St Quay,1161,,true,Eng,true,6.00,5.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,ECU01,,
npc,Char_5423,Guy,St Quay,1175,,true,Eng,true,6.00,2.00,lang_C2,90,0,5.00,5.33,false,false,,,,,,0,false,false,EDV03,,
npc,Char_5424,Louis,St Quay,1166,,true,Eng,true,6.00,1.00,lang_C2,90,0,3.00,1.00,false,false,,,,,,0,false,false,EDV04,,
npc,Char_5425,William,St Quay,1168,,true,Eng,true,7.00,1.00,lang_C2,90,0,4.00,5.33,false,false,,,,,,0,false,false,ELA01,,
npc,Char_5426,Alain,St Quentin,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,ELA02,,
npc,Char_5427,Arnaud,St Quentin,1173,,true,Eng,true,7.00,1.00,lang_C2,90,0,6.00,3.33,false,false,,,,,,0,false,false,ELC01,,
npc,Char_5429,Robert,St Quentin,1173,,true,Eng,true,5.00,1.00,lang_C6,90,0,7.00,4.66,false,false,,,,,,0,false,false,EMN01,,
npc,Char_5431,Charles,St Tropez,1171,,true,Eng,true,7.00,7.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,ECU02,,
npc,Char_5439,John,Stafford,1165,,true,Eng,true,8.00,6.00,lang_C2,90,0,3.00,2.33,false,false,,,,,,0,false,false,EDV05,,
npc,Char_5449,Robert,Ste Menehould,1179,,true,Eng,true,6.00,4.00,lang_F1,90,0,5.00,3.33,false,false,,,,,,0,false,false,EHM06,,
npc,Char_5450,Edmund,Ste-Amour,1179,,true,Eng,true,5.00,7.00,lang_I4,90,0,2.00,3.66,false,false,,,,,,0,false,false,ELA05,,
npc,Char_5457,Guichard,Ste-Die,1177,,true,Eng,true,5.00,4.00,lang_F5,90,0,4.00,4.00,false,false,,,,,,0,false,false,EDV05,,
npc,Char_5459,John,Ste-Marie,1171,,true,Eng,true,5.00,6.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,ECU03,,
npc,Char_5461,Robert,Ste-Marie,1179,,true,Eng,true,7.00,4.00,lang_C2,90,0,8.00,3.66,false,false,,,,,,0,false,false,EST03,,
npc,Char_5467,Kirk,Strong Arm,1179,,true,Eng,true,5.00,7.00,lang_H1,90,0,2.00,5.66,false,false,,,,,,0,false,false,ECW03,,
npc,Char_5480,Jean,Susa,1162,,true,Eng,true,7.00,3.00,lang_C2,90,0,8.00,3.33,false,false,,,,,,0,false,false,ECU05,,
npc,Char_5481,William,Susa,1178,,true,Eng,true,8.00,1.00,lang_F1,90,0,1.00,4.66,false,false,,,,,,0,false,false,ELA05,,
npc,Char_5486,Alain,Swindon,1178,,true,Eng,true,8.00,3.00,lang_H1,90,0,5.00,4.00,false,false,,,,,,0,false,false,EOX03,,
npc,Char_5487,Guillaume,Swindon,1167,,true,Eng,true,7.00,5.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,EDV06,,
npc,Char_5489,Ingelram,Swindon,1160,,true,Eng,true,7.00,6.00,lang_C2,90,0,4.00,3.33,false,false,,,,,,0,false,false,EDV07,,
npc,Char_5491,Karl,s'Gravenhagen,1160,,true,Eng,true,6.00,3.00,lang_C2,90,0,3.00,5.66,false,false,,,,,,0,false,false,EDV08,,
npc,Char_5492,Kirk,s'Gravenhagen,1170,,true,Eng,true,5.00,4.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EEX01,,
npc,Char_5493,Odo,s'Gravenhagen,1174,,true,Eng,true,5.00,7.00,lang_C2,90,0,1.00,3.66,false,false,,,,,,0,false,false,ELA03,,
npc,Char_5494,Humphrey,Tabres,1177,,true,Eng,true,8.00,7.00,lang_C2,90,0,3.00,4.66,false,false,,,,,,0,false,false,EDT04,,
npc,Char_5495,Louis,Tabres,1165,,true,Eng,true,5.00,1.00,lang_C2,90,0,4.00,2.66,false,false,,,,,,0,false,false,ELC04,,
npc,Char_5496,Louis,Tabres,1175,,true,Eng,true,8.00,7.00,lang_C6,90,0,5.00,1.33,false,false,,,,,,0,false,false,EMN01,,
npc,Char_5497,William,Tabres,1177,,true,Eng,true,7.00,5.00,lang_C2,90,0,4.00,6.00,false,false,,,,,,0,false,false,ELN01,,
npc,Char_5498,Charles,Taligny,1167,,true,Eng,true,5.00,1.00,lang_C2,90,0,5.00,4.66,false,false,,,,,,0,false,false,EOX03,,
npc,Char_5499,Henry,Taligny,1174,,true,Eng,true,8.00,3.00,lang_C2,90,0,2.00,4.33,false,false,,,,,,0,false,false,EOX04,,
npc,Char_5501,Robert,Taligny,1168,,true,Eng,true,7.00,2.00,lang_C2,90,0,4.00,1.66,false,false,,,,,,0,false,false,EOX06,,
npc,Char_5504,Louis,Tamworth,1175,,true,Eng,true,4.00,1.00,lang_C2,90,0,6.00,4.33,false,false,,,,,,0,false,false,ECU06,,
npc,Char_5505,Thomas,Tamworth,1165,,true,Eng,true,6.00,4.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,ECU07,,
npc,Char_5506,Arnaud,Tarascon-en-Foix,1171,,true,Eng,true,4.00,6.00,lang_C2,90,0,6.00,3.00,false,false,,,,,,0,false,false,EDU02,,
npc,Char_5508,Charles,Tarascon-en-Foix,1162,,true,Eng,true,5.00,2.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,EDU03,,
npc,Char_5513,Philippe,Tarascon-en-Provence,1179,,true,Eng,true,5.00,1.00,lang_I2,90,0,4.00,6.00,false,false,,,,,,0,false,false,ENU04,,
npc,Char_5514,Edward,Tarentaise,1173,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,4.33,false,false,,,,,,0,false,false,EEX02,,
npc,Char_5520,Odo,Tartas,1165,,true,Eng,true,5.00,4.00,lang_C2,90,0,2.00,1.33,false,false,,,,,,0,false,false,EEX03,,
npc,Char_5521,Ingelram,Tartas,1163,,true,Eng,true,5.00,8.00,lang_C2,90,0,7.00,7.00,false,false,,,,,,0,false,false,ELA04,,
npc,Char_5524,Kirk,Tatershall,1178,,true,Eng,true,7.00,7.00,lang_H3,90,0,7.00,3.33,false,false,,,,,,0,false,false,ELC02,,
npc,Char_5525,Robert,Tatershall,1169,,true,Eng,true,5.00,4.00,lang_C2,90,0,8.00,3.00,false,false,,,,,,0,false,false,ENW08,,
npc,Char_5526,Guillaume,Taunton,1165,,true,Eng,true,7.00,8.00,lang_C2,90,0,6.00,4.66,false,false,,,,,,0,false,false,ENW09,,
npc,Char_5527,Henry,Taunton,1179,,true,Eng,true,7.00,8.00,lang_C2,90,0,4.00,5.33,false,false,,,,,,0,false,false,EBK02,,
npc,Char_5529,Ingelram,Taunton,1174,,true,Eng,true,6.00,1.00,lang_C2,90,0,3.00,4.33,false,false,,,,,,0,false,false,EEX04,,
npc,Char_5540,Bernard,Santander,1161,,true,Eng,true,7.00,2.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,EPM01,,
npc,Char_5541,Bodo,Santander,1160,,true,Eng,true,8.00,4.00,lang_C2,90,0,8.00,6.33,false,false,,,,,,0,false,false,ESM01,,
npc,Char_5542,Pablo,the Bald,1166,,true,Eng,true,6.00,6.00,lang_C2,90,0,2.00,5.00,false,false,,,,,,0,false,false,EYS07,,
npc,Char_5543,Carlos,Santander,1170,,true,Eng,true,5.00,5.00,lang_C2,90,0,4.00,4.33,false,false,,,,,,0,false,false,EYS08,,
npc,Char_5544,Carlos,Santander,1166,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,7.33,false,false,,,,,,0,false,false,EYS09,,
npc,Char_5545,Charles,Capbreton,1162,,true,Eng,true,6.00,4.00,lang_C2,90,0,1.00,3.66,false,false,,,,,,0,false,false,EEX05,,
npc,Char_5554,David,Capbreton,1177,,true,Eng,true,8.00,1.00,lang_F1,90,0,7.00,4.00,false,false,,,,,,0,false,false,EYS16,,
npc,Char_5558,Max,Capbreton,1178,,true,Eng,true,5.00,2.00,lang_F1,90,0,3.00,4.00,false,false,,,,,,0,false,false,EHE04,,
npc,Char_5566,Sean,Oloron,1170,,true,Eng,true,6.00,8.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,EDU05,,
npc,Char_5567,Humpback,Capbreton,1177,,true,Eng,true,6.00,7.00,lang_C2,90,0,6.00,2.00,false,false,,,,,,0,false,false,ENU03,,
npc,Char_5568,Groat,Capbreton,1163,,true,Eng,true,8.00,6.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,EGL06,,
npc,Char_5569,The Begger,Oloron,1162,,true,Eng,true,5.00,6.00,lang_C2,90,0,4.00,6.33,false,false,,,,,,0,false,false,EHE01,,
npc,Char_5570,Guasbert,Capbreton,1174,,true,Eng,true,8.00,8.00,lang_C2,90,0,1.00,2.00,false,false,,,,,,0,false,false,ELA05,,
npc,Char_5571,Two Penny,Oloron,1162,,true,Eng,true,6.00,7.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ELA06,,
npc,Char_5580,John,Smith,1165,,true,Eng,true,8.00,5.00,lang_C2,90,0,1.00,1.00,false,false,,,,,,0,false,false,EPM02,,
npc,Char_5589,Odo the Elder,Le Treport,1163,,true,Eng,true,5.00,1.00,lang_C2,90,0,2.00,4.66,false,false,,,,,,0,false,false,EHE03,,
npc,Char_5590,Odo,Le Treport,1170,,true,Eng,true,7.00,7.00,lang_C2,90,0,3.00,1.66,false,false,,,,,,0,false,false,EHE04,,
npc,Char_5619,Karl,the Fool,1172,,true,Eng,true,7.00,1.00,lang_C2,90,0,6.00,3.66,false,false,,,,,,0,false,false,ELA08,,
npc,Char_5620,Louis,Creus,1178,,true,Eng,true,4.00,2.00,lang_F2,90,0,6.00,5.33,false,false,,,,,,0,false,false,ESY02,,
npc,Char_5621,Mighty Mortimer,Creus,1168,,true,Eng,true,6.00,5.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,ELA09,,
npc,Char_5640,Beraud,Le Treport,1169,,true,Eng,true,4.00,4.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,ENU02,,
npc,Char_5647,James,Belle-Ile,1167,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EHM02,,
npc,Char_5649,Biella,Le Treport,1166,,true,Eng,true,6.00,4.00,lang_C2,90,0,6.00,4.33,false,false,,,,,,0,false,false,EHM03,,
npc,Char_5652,Karl,Belle-Ile,1160,,true,Eng,true,4.00,4.00,lang_C2,90,0,9.00,2.00,false,false,,,,,,0,false,false,EHM05,,
npc,Char_5653,Guillaume,Belle-Ile,1164,,true,Eng,true,6.00,2.00,lang_C2,90,0,7.00,6.00,false,false,,,,,,0,false,false,ENU03,,
npc,Char_5654,David,The Hammer,1166,,true,Eng,true,8.00,6.00,lang_C2,90,0,8.00,3.66,false,false,,,,,,0,false,false,ESM02,,
npc,Char_5655,Dumb Mortimer,Belle-Ile,1174,,true,Eng,true,5.00,8.00,lang_C2,90,0,2.00,5.00,false,false,,,,,,0,false,false,ESM03,,
npc,Char_5656,Mortimer,Belle-Ile,1178,,true,Eng,true,6.00,5.00,lang_C6,90,0,3.00,2.33,false,false,,,,,,0,false,false,EGL05,,
npc,Char_5657,Enguerrand,Belle-Ile,1169,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,ENU04,,
npc,Char_5658,Daniel,Le Treport,1178,,true,Eng,true,7.00,4.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,EEX04,,
npc,Char_5659,Odo,Belle-Ile,1174,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,ESM05,,
npc,Char_5660,Poor Peter,Belle-Ile,1162,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,5.33,false,false,,,,,,0,false,false,ESM06,,
npc,Char_5661,Peter,Belle-Ile,1165,,true,Eng,true,4.00,2.00,lang_C2,90,0,8.00,5.66,false,false,,,,,,0,false,false,ESR01,,
npc,Char_5664,Sean,Belle-Ile,1173,,true,Eng,true,7.00,6.00,lang_C2,90,0,3.00,2.66,false,false,,,,,,0,false,false,ENU05,,
npc,Char_5665,Julien,The Hammer,1167,,true,Eng,true,8.00,7.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,ENU06,,
npc,Char_5666,Guasbert,Belle-Ile,1179,,true,Eng,true,6.00,1.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,EDU03,,
